shortGenotype,media,background,matingType,reference,comment
fob1 sch9    ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1 sir2    ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1 sir2 tor1   ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1 sch9 sir2   ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,,PSY316,alpha,Kaeberlein Kennedy 2005 Science,
tor1     ,,PSY316,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
fob1 hst1 hst2 sir2  ,,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
fob1 hst1 hst2 sir2  ,0.5% glucose,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
fob1 hst1 hst2 sir2  ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
fob1 hst1 hst2 sir2  ,0.005% glucose,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
hxk2     ,,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
fob1 hst1 hst2 sir2 hxk2 ,,BY4742,alpha,Kaeberlein Kennedy 2006 Science,
wild type     ,,W303AR5,a,Kaeberlein Kennedy 2006 Science,
wild type     ,0.5% glucose,W303AR5,a,Kaeberlein Kennedy 2006 Science,
wild type     ,0.05% glucose,W303AR5,a,Kaeberlein Kennedy 2006 Science,
wild type     ,0.005% glucose,W303AR5,a,Kaeberlein Kennedy 2006 Science,
wild type     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
aac1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
abp1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
bag7     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
bas1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
boi2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
bre5     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
bsc2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
clb2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
crc1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
elp4     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
fob1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
gcn2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
gcn4     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
glk1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
idh2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
idp3     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
inm1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
inp51     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
inp53     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ipk1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
kel1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
lin1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
loc1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
lys12     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
lys9     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
mnn10     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
msw1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
nmd4     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
nth1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
om45     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
pex5     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
phd1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
pib1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ptr2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ras1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rgs2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rim1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rom2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rpl20a     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rpl20b     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rpl31a     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rpl37b     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rpl6b     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rps1a     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rps21a     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rps22b     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rps29a     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rrm3     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rrp8     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rtn1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
rvs161     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
sec28     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
sip2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
snf1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
sok1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
sps1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ssf1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
sst2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
stb2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ste11     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
swi5     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
taf14     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
tif1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
tif4631     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
tma19     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
tom1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
tor1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ure2     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
vhs1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ybr238c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ybr255w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ybr266c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ybr267w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ydr124w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ydr248c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ydr274c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ydr307w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ydr314c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
yer186c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
yer187w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
yhr130c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ykr105c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ylr422w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
yor111w     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
yor135c     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ypc1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ypt6     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
ysc84     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
zip1     ,,BY4741,a,Managbanag Kaeberlein 2008 PLoS One,
wild type     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aac1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aad3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aap1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
abp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
acs1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ada2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ade6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
adk2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
adr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
afr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
agp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aht1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
akr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ald3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
alt2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
amd2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aor1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
apl2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
arg4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aro4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
aro9     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
arp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
arx1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ask10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
asp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
atg17     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
atg22     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
atg23     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
atp18     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
atp5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
avt4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
azf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bag7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bas1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bio3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bio4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bio5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bmh1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bmh2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bnr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
boi1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
boi2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bre5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bsc2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
btt1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bub2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bud8     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
bzz1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
car2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ccc2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
chl4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
chs7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cla4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
clb1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
clb2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
clb6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cna1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cox19     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cox5b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cpr2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cpr5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
crc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
crn1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
csg2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
csr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cta1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ctf3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ctm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ctt1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cyc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cys3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cys4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
cyt2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dap2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dci1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dcs2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ddp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
deg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dic1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
din7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
djp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dmc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dnf2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
doa4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dog1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dog2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
don1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dos2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dpb4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dpl1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dpp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dse2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dse4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
dyn1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ecm14     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ecm18     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ecm19     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ecm30     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ecm32     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ecm7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
eft1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
eft2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
elg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
elp4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
emi1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
eps1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ept1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
erp5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
exg2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
far3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fau1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fbp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fet3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fin1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fkh1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fks1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
flo1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp16     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp18     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp27     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp36     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp46     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fmp51     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fob1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fpr4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fre4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
fyv5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gac1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gal83     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gas1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gat1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gcn2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gcn4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gcy1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gga2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gic1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gic2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gim5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gin4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gis1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
glg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
glk1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gln3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
glo2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gnd1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gpx2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gre3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
grx3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
grx4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
gsg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hda2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
his7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hmg2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hnt2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hos2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hsp78     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hsp82     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
htz1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hub1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hxt1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
hxt4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
iah1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
idh2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
idp3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
iki3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
imd3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
inm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ino2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
inp51     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
inp53     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ioc2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ipk1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ipt1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ire1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
isc10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
isw1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
jsn1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
kap123     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
kel1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
kin1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ksp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ktr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ktr2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ktr7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lcb4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
leo1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
leu9     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lin1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
loc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lrp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lsc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lst7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lte1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lys12     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
lys9     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mag2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mal32     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mcm21     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mcx1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mdm30     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mdr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mep1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
met32     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mfa1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mhr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mip6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mis1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mnn10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mnt4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mpc54     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mrp13     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mrpl1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mrpl35     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mrpl39     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mrps28     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mrs4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
msc7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
msh6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
msn5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
msw1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mth1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
mup1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nam8     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nap1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ndt80     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nfi1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nft1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nit3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nmd2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nmd4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nsg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
nth1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
om45     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
orm2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ort1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
osh3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
oye2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pac10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pai3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pam1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pau4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pbp2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pck1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pcp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pda1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pdc6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pdr5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pep7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
